corpus_id,title,author,first_publication_year,genre,corpus_status,market_status,date_status,apparition_class,ghost_role,mediating_object,haunting_site,ontological_certainty,outlier_flag,source_id,source_container,source_url,boundary_method,word_count,sha256,local_text_file,notes,corpus_layer,recovery_priority,gender_inference_status,publication_route,digitization_route,inclusion_rationale,credited_author,compiler_editor,translator_reteller,oral_source_or_informant,source_community_or_tradition,author_gender,author_geography,colonial_relation,original_language,pseudonym_or_collaboration,attribution_certainty,text_quality_status,screening_version,version_action
BGH097,THE WOMAN'S GHOST STORY,Algernon Blackwood,,short story / tale,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17893,PG17893_The_Best_Ghost_Stories.txt,https://www.gutenberg.org/ebooks/17893,TOC-to-heading extraction,3745,e647bcb6051e329bb79dc003639130b10d0b7134b66ad84b178235efe467cd7c,texts/BGH097_Algernon_Blackwood_THE_WOMAN_S_GHOST_STORY.txt,Later anthology may be the discovery source; verify original venue and date before analysis.,first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Algernon Blackwood,Joseph Lewis French (editor),,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH098,A Story Of Ravenna,Boccaccio,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,2750,33e1b806bbbdc516628c27754a38ca6be4dd68560d97088048d51e66e07b6dbe,texts/BGH098_Boccaccio_A_Story_Of_Ravenna.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Boccaccio,Ernest Rhys (editor),,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH099,Captain Wheatcroft,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,691,a3ced0a0fd50e2ddfff196514d50b1760f04eb3d7e0b3375a1289a167053e635,texts/BGH099_Author_source_unresolved_Captain_Wheatcroft.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH100,Clerk Saunders,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1002,3063aa00567e9fb7ae8a08eaae1bd001c91bb6a7ecd65265c4f15c87dea314f8,texts/BGH100_Author_source_unresolved_Clerk_Saunders.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH101,Dorothy Durant,Catherine Crowe,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1114,6f7c0ce39c38bf60069f7a77a266e0e6a0a2d7ae7a3187dd6a2a2d91f546b976,texts/BGH101_Catherine_Crowe_Dorothy_Durant.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue. Gender-recovery attribution repair: attribution normalized from 'Mrs Crowe'.",first_pass_175,P0 attribution repair,woman; public author identity; authority record still recommended,attribution repaired from source-container evidence,Project Gutenberg or existing local surrogate,attribution normalized from 'Mrs Crowe',Catherine Crowe,Ernest Rhys (editor),,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH102,Dr Duthoit'S Vision,Arthur Machen,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1130,778fa654d8c256995f0deec75f70ee46d1e427be9683d37843d4d72d04192a4c,texts/BGH102_Arthur_Machen_Dr_Duthoit_S_Vision.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Arthur Machen,Ernest Rhys (editor),,,,not authority-coded,,,,,repaired from source container,legacy corpus transcription/surrogate,v0.2 inherited,bibliographic attribution/title repair
BGH103,Drake'S Drum,William Hunt,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,446,1bdb19dc9f25792fb5097eb11bb53b5c74de3c9261d9a41ff7692d568e7fa69e,texts/BGH103_William_Hunt_Drake_S_Drum.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,William Hunt,Ernest Rhys (editor),,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH104,Glamis Castle,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1163,09c95f6976385f5fe28e3ca7583778980ebfbf21036ced060f0e13345c1453d5,texts/BGH104_Author_source_unresolved_Glamis_Castle.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH105,Pearlin Jean,Charles Kirkpatrick Sharpe,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,589,8f2743a11093aab77031ef059a24c39a2a21722045466e6939da3e188017fa49,texts/BGH105_Charles_Kirkpatrick_Sharpe_Pearlin_Jean.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Charles Kirkpatrick Sharpe,Ernest Rhys (editor),,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH106,Powys Castle,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,3387,80d6ba6de081812d9353a80c476d80c560c167678cda8a746710f8d9f38d726d,texts/BGH106_Author_source_unresolved_Powys_Castle.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH107,Teig O'Kane And The Corpse,Dr Douglas Hyde,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,5824,25ad1325744a757efa09907e0117223f14604df829ae7e1f32f886e3ebe88963,texts/BGH107_Dr_Douglas_Hyde_Teig_O_Kane_And_The_Corpse.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Dr Douglas Hyde,Ernest Rhys (editor),,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH108,The Altheim Revenant,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,16940,e55b901bf644fe76e87c97071a8162bfbce89208504eab2d1185c9ee2982ad17,texts/BGH108_Author_source_unresolved_The_Altheim_Revenant.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH109,The Botathen Ghost,The Rev. S.R. Hawker,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,3443,976be69a74a1b5a40d8cc4c14bba1559ce5c531c6c9c35b0d3f1e443afd8c6a2,texts/BGH109_The_Rev_S_R_Hawker_The_Botathen_Ghost.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,The Rev. S.R. Hawker,Ernest Rhys (editor),,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH110,The Denton Hall Ghost,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1749,98d9865a765e460eed865834fb5022eae6da42a1b22d76d3a76a16c9a4cdbc6a,texts/BGH110_Author_source_unresolved_The_Denton_Hall_Ghost.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH111,The Fall Of The House Of Usher,Edgar Allan Poe,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,7091,2aa93134d8413806ff5e4123056e27c53be996064791b72eb42611fc405307da,texts/BGH111_Edgar_Allan_Poe_The_Fall_Of_The_House_Of_Usher.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Edgar Allan Poe,Ernest Rhys (editor),,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH112,The Ghost Of Lord Clarenceux,Arnold Bennett,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1430,ddd1fe577b6fdca2397bd8b54cfadb4ed05be4868b4447c8b3a8b19ae5e82c0b,texts/BGH112_Arnold_Bennett_The_Ghost_Of_Lord_Clarenceux.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Arnold Bennett,Ernest Rhys (editor),,,,not authority-coded,,,,,repaired from source container,legacy corpus transcription/surrogate,v0.2 inherited,bibliographic attribution/title repair
BGH113,The Ghost Of Major Sydenham,Joseph Glanvil,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1030,f026bcf5ab07d882759c95ce21f46014cb57fb225c0b78c58a236bd6ec0a7933,texts/BGH113_Joseph_Glanvil_The_Ghost_Of_Major_Sydenham.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Joseph Glanvil,Ernest Rhys (editor),,,,not authority-coded,,,,,repaired from source container,legacy corpus transcription/surrogate,v0.2 inherited,bibliographic attribution/title repair
BGH114,The Ghost Of Rosewarne,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1934,3b153c9267d239fbe0d84d5905bc3f794b0b3a718ff8aa0a8dd529d4d312c550,texts/BGH114_Author_source_unresolved_The_Ghost_Of_Rosewarne.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH115,The Goodwood Ghost Story,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,2099,a58051fd8ecdec38c623f7a239a7ac906a309f7299f907e582fdcb1a346b2f09,texts/BGH115_Author_source_unresolved_The_Goodwood_Ghost_Story.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH116,The Haunted Cove,"Sir George Douglas, Bart",,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,2853,043c45fdeb47185ddbca1004e8f1184bf47538b5a5e34d94432c4bfda7d6158c,texts/BGH116_Sir_George_Douglas_Bart_The_Haunted_Cove.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,"Sir George Douglas, Bart",Ernest Rhys (editor),,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH117,The Iron Cage,Catherine Crowe,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,2316,b97bd29d83bff3007c015da8181c7c5a492b0690d379c3fee95d9a7fed3653c7,texts/BGH117_Catherine_Crowe_The_Iron_Cage.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue. Gender-recovery attribution repair: source anthology identifies the item as from Crowe's Night-Side of Nature.",first_pass_175,P0 attribution repair,woman; public author identity; authority record still recommended,attribution repaired from source-container evidence,Project Gutenberg or existing local surrogate,source anthology identifies the item as from Crowe's Night-Side of Nature,Catherine Crowe,Ernest Rhys (editor),,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH118,The Iron Chest Of Durley,Joseph Glanvil,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,669,7d4d339f8a90652657aeb464a18a79d7a2cabb8dc5ccbf75fddc33b251749c67,texts/BGH118_Joseph_Glanvil_The_Iron_Chest_Of_Durley.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Joseph Glanvil,Ernest Rhys (editor),,,,not authority-coded,,,,,repaired from source container,legacy corpus transcription/surrogate,v0.2 inherited,bibliographic attribution/title repair
BGH119,The Marquis De Rambouillet,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,673,775def74715b8e8d02d1208218f40af41c889ae064804b210ccf27bfc8d52291,texts/BGH119_Author_source_unresolved_The_Marquis_De_Rambouillet.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH120,The Miraculous Case Of Jesch Claes,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,474,3be5743b2d6a67f057bfc12dee30c20046b43c1cf9a72808fbf882944c4a3702,texts/BGH120_Author_source_unresolved_The_Miraculous_Case_Of_Jesch_Claes.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH121,The Old Nurse'S Story,Elizabeth Gaskell,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,4883,394823d5ef2f3f456ad9a11dde4d8c9c7daf62195344b3e2524e000f905cbb64,texts/BGH121_Elizabeth_Gaskell_The_Old_Nurse_S_Story.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue. Gender-recovery attribution repair: misattribution to George MacDonald corrected.",first_pass_175,P0 attribution repair,woman; public author identity; authority record still recommended,attribution repaired from source-container evidence,Project Gutenberg or existing local surrogate,misattribution to George MacDonald corrected,Elizabeth Gaskell,Ernest Rhys (editor),,,,woman,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH122,The Pool In The Graveyard,Greville MacDonald,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,11517,6c1ef8e7da044be18345465a2c94718800d0d4045fb0ad073385737fc6a47e8b,texts/BGH122_Greville_MacDonald_The_Pool_In_The_Graveyard.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Greville MacDonald,Ernest Rhys (editor),,,,not authority-coded,,,,,repaired from source container,legacy corpus transcription/surrogate,v0.2 inherited,bibliographic attribution/title repair
BGH123,The Radiant Boy Of Corby Castle,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1008,3653aad61a81779528ac6a07b729b886aa6b3a3def68f4901932bca5fff911d2,texts/BGH123_Author_source_unresolved_The_Radiant_Boy_Of_Corby_Castle.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH124,The Seven Lights,Author/source unresolved,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,4009,4d70485be9fc5dbfd60dbd4f33c539b99d325373dfd35edba24e36ad08c14c32,texts/BGH124_Author_source_unresolved_The_Seven_Lights.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH125,The Spectral Coach Of Blackadon,Author/source unresolved,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,2993,a32206be77f1eba94134f0a9eca778734d9645879f517425e80f61a09dda8756,texts/BGH125_Author_source_unresolved_The_Spectral_Coach_Of_Blackadon.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH126,The Spectre Bridegroom,William Hunt,,literary tale / record,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,2439,ca8e882d2f33a76f2ebb38c57b68b5adb74d6c528db77a9f6e5cc84e98b57834,texts/BGH126_William_Hunt_The_Spectre_Bridegroom.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,William Hunt,Ernest Rhys (editor),,,,not authority-coded,,,,,legacy credited attribution,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
BGH127,The Strange Case Of M. Bezuel,Author/source unresolved,,folklore/archive account,provisional_bibliography,verify original British-market appearance,verify first publication / English translation,ghost/apparition—code after close reading,uncoded,uncoded,uncoded,uncoded,No—reassess during coding,PG17953,PG17953_The_Haunters_and_the_Haunted.txt,https://www.gutenberg.org/ebooks/17953,TOC-to-heading extraction,1960,baad9431f317866e7af23f2646df99746c1ee8c6fdf5665481dbbc7ca9561ec5,texts/BGH127_Author_source_unresolved_The_Strange_Case_Of_M_Bezuel.txt,"Verify the separately titled item's original source, date, and qualifying British-market venue.",first_pass_175,,not yet authority-coded,legacy corpus record; see market_status and notes,Project Gutenberg or existing local surrogate,Retained from the documented first-pass/screened-expansion corpus.,Author/source unresolved,Ernest Rhys (editor),,,,not authority-coded,,,,,unresolved,legacy corpus transcription/surrogate,v0.2 inherited,retained from v0.2
